Organisation,CountryName,CityName,C40,ReportingYear,Sector,TargetBoundary,BaselineYear,BaselineEmissions,PercentageReductionTarget,TargetDate,Comment,CityLocation,Country,CityName.1,MeasurementYear,Boundary,PrimaryMethodology,MethodologyDetails,GasesIncluded,TotalCityWideEmissions,IncreaseDecreaseLastYear,ReasonForIncreaseDecrease,PopulationYear,CurrentPopulation,CityGPP,GDPCurrency,GDPYear,GDPSource,AverageAnnualTemperature,​LandArea,AverageAltitude,Organization,Region,Population,CityGDP,​AverageAltitude,Access,TypeOfTarget,Target date,EstimatedBAUAbsoluteEmissions,​IntensityUnit,Questionnaire,AssessmentAttachmentOrDirectLink,BoundaryAssessment,YearOfPublicationOrApproval,FactorsConsidered,PrimaryAuthors,AdaptionGoalOrPlan,LastUpdate
,,North Vancouver,False,,,,,,,,,POINT (-123.072 49.32),Canada,,,,,,,,,,2021.0,58120.0,,,,,,,,"City of North Vancouver, BC",Canada,,,,,,,,,Cities 2023,https://www.cnv.org/-/media/City-of-North-Vancouver/Documents/Living-City/Climate-Change-Adaptation/City-of-North-Vancouver-Climate-Change-Adaptation-Plan.PDF,Same - covers entire jurisdiction and nothing else,2013.0,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Chile,,,,,,,,,,2022.0,162517.0,,,,,,,,Renca,Latin America,,,,,,,,,Cities 2023,Informe-Ambiental-Anteproyecto-PRC-Renca-1.pdf,Same - covers entire jurisdiction and nothing else,2021.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Charlotte,False,,,,,,,,,POINT (-80.8431 35.2271),United States of America,,,,,,,,,,2022.0,897720.0,,,,,,,,"City of Charlotte, NC",United States of America,,,,,,,,,Cities 2023,https://www.charlottenc.gov/files/sharedassets/city/public-safety/em/documents/2020-mecklenburg-county-mjhmp-final.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Mecklenburg County",2020.0,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Kenya,,,,,,,,,,2019.0,1266860.0,,,,,,,,Kisii County,Africa,,,,,,,,,Cities 2023,Kisii County PCRA report final_1_Published.pdf,Same - covers entire jurisdiction and nothing else,2023.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Community group; Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Orlando,False,,,,,,,,,POINT (-81.3792 28.5383),United States of America,,,,,,,,,,2022.0,319793.0,,,,,,,,"City of Orlando, FL",United States of America,,,,,,,,,Cities 2023,Task 3.2_Vulnerability Assessment_REV_LATEST_20230608.docx,Same - covers entire jurisdiction and nothing else,2023.0,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction; Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Cuba,,,,,,,,,,2012.0,130616.0,,,,,,,,Manzanillo,Latin America,,,,,,,,,Cities 2023,https://drive.google.com/file/d/1dq4LE1_VeJy5BiwKowH_SF3tUSLxB1PM/view?usp=sharing,Same - covers entire jurisdiction and nothing else,2023.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Adaptation goal(s),02/07/2024 04:14:16 AM
,,Aarhus,False,,,,,,,,,POINT (10.1374 56.1684),Denmark,,,,,,,,,,2023.0,362235.0,,,,,,,,Aarhus Municipality,Europe,,,,,,,,,Cities 2023,https://www.aarhus.dk/media/55658/klimatilpasningsstrategi-aarhus-med-mere-blaat-2020.pdf,Same - covers entire jurisdiction and nothing else,2020.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Indonesia,,,,,,,,,,2023.0,0.0,,,,,,,,Tambrauw Regency,Southeast Asia,,,,,,,,,Cities 2023,"ANALISIS KERENTANAN BAHAYA.pdf, Laporan akhir KLHS Tambrauw_pdf.pdf",Same - covers entire jurisdiction and nothing else,2019.0,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,Question not applicable,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Chile,,,,,,,,,,2022.0,162517.0,,,,,,,,Renca,Latin America,,,,,,,,,Cities 2023,PLADECO FINAL Versión compendiada.pdf,Same - covers entire jurisdiction and nothing else,2020.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Derry,False,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,2020.0,150680.0,,,,,,,,Derry City & Strabane,Europe,,,,,,,,,Cities 2023,Heritage & Museum Climate Risk Report Nov 2019.docx,"Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: Includes heritage and museum assets within DCSDC responsibility",2019.0,A process has been established for prioritizing identified hazards,Dedicated team within jurisdiction,Adaptation goal(s),02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Colombia,,,,,,,,,,2023.0,5050.0,,,,,,,,Mongua,Latin America,,,,,,,,,Cities 2023,https://repositorio.gestiondelriesgo.gov.co/bitstream/handle/20.500.11762/28461/PMGRD_MonguaBoyaca_2015.pdf?sequence=2&isAllowed=y,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions",2015.0,A process has been established for prioritizing identified hazards,Consultant,Incomplete report,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Peru,,,,,,,,,,2017.0,140679.0,,,,,,,,Municipalidad Distrital de La Molina,Latin America,,,,,,,,,Cities 2023,PLAN LOCAL DE ACCION  CLIMATICA LA MOLINA,Same - covers entire jurisdiction and nothing else,2023.0,A process has been established for prioritizing identified hazards,Dedicated team within jurisdiction,Adaptation goal(s),02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Mexico,,,,,,,,,,2020.0,356786.0,,,,,,,,Uruapan,Latin America,,,,,,,,,Cities 2023,Analisis de Riesgos Uruapan_compressed (1).pdf,Same - covers entire jurisdiction and nothing else,2023.0,Assessment considers nature; Assessment considers vulnerable populations,Relevant department within jurisdiction,Incomplete report,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,United States of America,,,,,,,,,,2021.0,60769.0,,,,,,,,"San Rafael, CA",United States of America,,,,,,,,,Cities 2023,https://www.marincounty.org/main/sea-level-rise/vulnerability-assessment,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The Marin Shoreline Sea Level Rise Vulnerability Assessment covers the county of Marin. Within the report pp 259 - 279 describe San Rafael.",2017.0,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,Consultant; Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Belfast,False,,,,,,,,,POINT (-69 44.42),United States of America,,,,,,,,,,2020.0,6938.0,,,,,,,,"City of Belfast, ME",United States of America,,,,,,,,,Cities 2023,Harbor Vulnerability--Wood report_Belfast 12 23 19.pdf,"Smaller - covers only part of the jurisdiction, please explain exclusions: Excludes all parts of Belfast not in  harbor area, as those are not vulnerable to sea-level rise",2019.0,Assessment considers nature; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Iowa City,False,,,,,,,,,POINT (-91.5302 41.6611),United States of America,,,,,,,,,,2021.0,74582.0,,,,,,,,"City of Iowa City, IA",United States of America,,,,,,,,,Cities 2023,Climate Vulnerability and Adaptation Report Johnson County FINAL 4.22.2022.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Covers the jurisdictional boundary of Johnson County",2021.0,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Reading,False,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,2021.0,174200.0,,,,,,,,Reading Borough Council,Europe,,,,,,,,,Cities 2023,Reading Climate Change Risk Assessment spreadhseet.xlsx,Same - covers entire jurisdiction and nothing else,2010.0,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Belén,False,,,,,,,,,POINT (-84.1503 10.0035),Costa Rica,,,,,,,,,,2017.0,24000.0,,,,,,,,Municipalidad de Belén,Latin America,,,,,,,,,Cities 2023,Informe final V.Reyes revisado 01.2023-firmado.pdf,Same - covers entire jurisdiction and nothing else,2023.0,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Indonesia,,,,,,,,,,2022.0,241245.0,,,,,,,,Probolinggo,Southeast Asia,,,,,,,,,Cities 2023,Disaster Management Plan 2017.pdf,Same - covers entire jurisdiction and nothing else,2017.0,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Community group; Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Tel Aviv-Yafo,True,,,,,,,,,POINT (34.7823 32.0816),Israel,,,,,,,,,,2022.0,467880.0,,,,,,,,Tel Aviv-Yafo Municipality,Middle East,,,,,,,,,Cities 2023,https://crcl.columbia.edu/sites/default/files/content/Tel%20Aviv/CRCL_TLV_Report_WEB-compressed.pdf,Same - covers entire jurisdiction and nothing else,2019.0,,Consultant; Dedicated team within jurisdiction; International organization,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
